"Subject_ID","acc1","acc2","acc3","acc4","acc5","acc6","acc7","acc8","acc9","acc10","acc11","acc12","acc13","acc14","acc15","acc16","acc17","acc18","acc19","acc20"
138,0,1,0,1,1,0,1,999,1,1,1,1,1,1,0,0,1,1,1,0
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
142,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
143,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1
144,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
145,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
146,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1
147,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1
149,1,1,1,1,1,1,1,1,0,0,1,0,999,999,999,999,999,999,999,999
15,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1
150,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1
151,1,0,0,1,0,999,999,1,0,1,1,0,1,999,0,999,999,999,999,999
153,0,0,1,1,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
157,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1
158,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1
159,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0
16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
160,1,1,1,1,1,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
162,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
165,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
166,0,1,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
169,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1
17,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
171,0,1,1,1,1,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999
18,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1
19,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1
20,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
21,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
22,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1
23,1,1,1,1,1,1,0,0,1,1,1,999,1,1,1,0,0,1,1,1
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
26,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
28,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,999,999,999
31,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
33,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1
34,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1
35,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0
36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
37,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
38,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
40,0,999,1,1,0,1,0,1,1,1,0,999,1,0,0,1,1,1,1,999
41,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1
43,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
44,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,999,1,1,1,999
46,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
47,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
48,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
50,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1
51,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
52,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1
53,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
54,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
56,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
57,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
58,0,1,999,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0
59,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
60,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1
62,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
63,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
64,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1
65,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
66,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
67,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
68,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1
69,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
70,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0
71,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
73,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
74,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
75,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
76,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
77,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,999
78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1
80,0,1,1,1,1,1,0,0,999,0,1,0,1,0,1,1,0,1,0,1
81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
83,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1
84,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0
86,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1
87,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1
88,0,1,1,1,1,1,1,1,999,1,0,1,1,1,1,1,1,1,999,999
89,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
90,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
91,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1
93,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
95,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
97,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
98,0,1,1,1,1,1,0,1,0,1,1,1,999,1,1,1,0,1,0,1
